total,body
5, 友人 に 美味しい から と お 土産 に 頂き まし た ！ えー ？ パン じゃん 。 って 思っ た けど 、 本当に 美味しい です ！ オススメ は ドライ トマト と オリーブ の フォカッチャ ！ ！ トマト の 酸味 、 オリーブ の 香り 、 フォカッチャ の もち っと し た 食 感 。 たまり ませ ん 。 もちろん 、 その他 の パン も それぞれ 個性 的 で オススメ です 。 
3, 電気 ブラン を 飲ん で み たく て 行っ て 来 まし た 。 お 店 の 雰囲気 は レ トロ で いい 感じ です 。 電気 ブラン だけ で な 何 な ので 、 生 ハム も 注文 。 電気 ブラン は かなり 大人 な 味 でし た 。 
5, 五 行 の ラーメン が すごく 美味しい ！ 苦手 な 人 も いる らしい けど 、 私 は オススメ です 。 香ばし さ と 、 ちょっと 濃いめ の スープ が 何 度 食べ て も 飽き ませ ん 。 
4, さしいれ に 「 ふる や 古賀 音 庵 」 の 栗 きん と ん を 頂き まし た 。 しっとり 、 ほっ こ り 。 栗 の 良い 香り が し て 甘 さ も 程よく 、 お茶 に 良く 合い ます 。 
3, 飲み 会 で 行っ て 来 まし た 。 納豆 系 が オススメ と 聞い て 、 「 挽肉 納豆 炒め （ レタス 包み ） 」 を 注文 。 コレ が 美味しい ♪ ちょっと 濃いめ に 味付け さ れ た 、 納豆 と 挽肉 が さっぱり と し た レタス に 良く 合い ます ♪ その他 の 料理 も オススメ 。 
3," 訪問 日 ： 2009 / 06 / 03 友人 と 限定 の 「 ホットスフレ ： 1 , 155 」 が 食べ たく て 行っ た の です が 、 スフ レ の ラスト オーダー が 21 : 30 まで で 食べ られ ませ ん でし た 。 。 。 。 しょうが ない ので 、 ナポレオン パイ と ミルク ティー を 注文 。 飲み物 は お 変わり 自由 な の が 嬉しい です 。 ナポレオン パイ は さ くさく で 、 クリーム も 甘 すぎ ず 美味しい です 。 静か で 、 お 店 の 人 も 必要 以上 に 声 を かけ ない で い て くれる ので 、 １ 人 で のんびり したい 方 に オススメ です 。  "
3, カレー うどん が 美味しい と 友人 と 行っ て 来 まし た 。 今回 は 黒 カレー うどん 。 うどん を 食べ た 後 の 出し に 、 御飯 を 入れ て も 美味しい ♪ 
4, 訪問 日 ： 2009 / 11 / 18 ランチ で 行っ て き まし た 。 12 時 ～ 13 時 まで は 結構 混ん で ます が 、 13 時 過ぎる と そんなに 並ば ず に 入れ ます 。 今回 は 「 お昼 の 蕎麦 セット （ 1050 円 ） 」 を 注文 。 ■ お昼 の 蕎麦 セット 小鉢 、 おすすめ 蕎麦 、 変わり ご飯 、 デザート と もりもり セット で 1050 円 は お 得 。 「 小鉢 」 は キノコ と 白菜 の 煮物 。 さっぱり し て ます 。 「 おすすめ 蕎麦 」 は 温かい 豚 蕎麦 。 本当は 冷たい そば が 良かっ た ん です けど 、 セット な ので 選べ ませ ん 。 。 。 でも 、 豚肉 の 旨味 が 出汁 に とけ込ん で て コレ は これ で 美味しい ♪ 「 変わり ご飯 」 は 麦 トロ 。 しっかり と 粘り気 の ある 香り の いい トロ ロ で ご飯 が すすみ ます 。 「 デザート 」 は リンゴ の シャーベット 。 極め の 細かい シャーベット の 中 に 、 細かい 角 切り の リンゴ が そのまま 入っ て い て とっても 美味しい 。 ■ 牡蠣 の 天 せい ろ 同僚 は 「 牡蠣 の 天 せい ろ （ 1470 円 ） 」 を 注文 。 季節 の お 蕎麦 も 美味し そう でし た 。 お昼 の 蕎麦 セット は 色々 つい て かなり お 得 だ と 思い ます 。 冷たい お 蕎麦 か 温かい お 蕎麦 が 選べる と なお 良い の です が 、 この コストパフォーマンス なら 選べ なく て も ま ぁいいかなって 感じ です 。 
4, ランチ で 行っ て き まし た 。 今回 は 「 五目 かた 焼きそば 」 パリッ パリ に あげ た 香ばしい 麺 の 上 に とろとろ の 五目 あん が のっ て ます 。 今回 は やたら 具 が 大 ブリ でし た が 、 麺 の 香ばし さ が たまり ませ ん 。 数量 に 限定 が ある らしい です が 、 意外と 残っ て いる ので オススメ です 。 
4, 訪問 日 ： 2009 / 02 / 18 ランチ で 行っ て き まし た 。 今回 は かに 玉 丼 を 注文 。 スープ と デザート が セット で 付い て き ます 。 ・ スープ 卵 コーン スープ は ほんのり コーン の 甘み が あっ て 優しい 味 です 。 ・ かに 玉 丼 蟹 が どかっと のっ た 、 かに 玉 どん は ボリューム 満点 。 厚め の 卵 に とろとろ の あん が たっぷり かかっ て い て とっても 美味しい です 。 ・ デザート デザート は 日 によって 違い ます 。 今回 は 杏仁 パンナコッタ みたい な もの に 苺 ソース が かかっ て まし た 。 日替わり ランチ が いつも 売り切れ て しまっ て いる ので 、 いつか 日替わり ランチ に 挑戦 し て みたい です 。 
4, 友人 の 誕生 日 祝い を 兼ね て 、 「 フカヒレランチ 」 コース を 食べ に 行っ て 来 まし た ！ 料理 の メニュー も ちゃんと し て くれ て 、 お祝い の 「 ジャスミン 茶 入り 蒸し パンケーキ 」 も 出し て くれ て 、 雰囲気 の いい ステキ な お 店 でし た 。 
4, 天丼 と いえ ば 「 天 茂 」 。 ランチ は いつも にぎわっ て ます 。 今回 は 、 かき揚げ 丼 。 さくっと し た 衣 に 甘 しょっぱい たれ が 良く からん で 美味しい です 。 ふっと 食べ たく なる 1 品 
4, 訪問 日 ： 2009 / 11 / 17 ランチ で 行っ て き まし た 。 今回 は 「 かき揚げ 丼 」 を 注文 。 ■ かき揚げ 丼 エビ と 小柱 の が たっぷり 入っ た かき揚げ は タレ が しっかり しみ て い て 、 噛む と サクッ と 言う 食 感 の 後 から ほのか な ごま油 の 香り と タレ 、 エビ 、 小柱 の 旨味 が じ ゅわぁ ～ っと しみ 出し ます 。 ボリューム 満点 な ので 、 お腹 を 空か せ て 行か ない と 食べ きれ ませ ん 。 ランチ は 「 天丼 」 と 「 かき揚げ 丼 」 しか あり ませ ん が 、 毎回 どちら に する か で 悩み ます w 。 飽き が こ ない の は 色々 な 食材 の 入っ た 「 天丼 」 かも しれ ませ ん 。 
3, 訪問 日 ： 2008 / 10 / 29 カムジャタン の 美味しい お 店 が ある と 聞い て 行っ て き まし た 。 ・ お通し 色 々 一気に 出 て き ます ♪ ・ チャドルペギ 牛 の 胸 肉 を 薄く スライス し た お 肉 。 お 店 の 人 が 丁寧 に 焼い て くれ ます 。 ・ サムギョプサル 野菜 と 豚 の 相性 は 抜群 。 ・ チヂミ まわり は 香ばしく 中 は モチ モチ 。 特製 の つけ ダレ と 良く 合い ます 。 ・ ケジャン 秋冬 しか 食べ られ ない 、 渡り 蟹 の キムチ ！ 蟹 の 旨味 と 、 香辛料 の 辛み は 最高 です 。 ・ カムジャタン 煮込ま れ た テール と その エキス を すっ た ジャガイモ が 最高 ！ テール の 周り の お 肉 は ほろほろ と 取れ て 、 ジャガイモ は ホクホク です 。 
4, 料理 も 美味しい し 、 お 店 の 雰囲気 も すてき で 、 ついつい 通っ て しまい ます 。 今回 は 友人 の 結婚 プチ 祝い で 利用 さ せ て いただき まし た ♪ お 店 側 から の サービス で メッセージ 入り の デザート プレート を 用意 し て もらっ て 大 満足 です 。 
3, 訪問 日 ： 2009 / 01 / 24 散歩 の 途中 に ぷらっと 入り まし た 。 代々木公園 に 面し て い て 2 階 の 席 から の 眺め は いい 感じ です 。 注文 は ケーキ と 紅茶 を 注文 。 サツマイモ の ミルク ティー は ほんのり お 芋 の 香り が し て 美味しい です 。 紫 芋 の モンブラン も お 芋 の 味 が 濃厚 で 見た目 も きれい です 。 フルーツ の ケーキ は ケーキ の 上 に 色とりどり の ケーキ が いっぱい 週末 のんびり 過ごす の に オススメ です 。 
3," 訪問 日 ： 2009 / 04 / 11 休日 に ブランチ 食べ に 行っ て き まし た 。 土日 祝日 ブランチ ： 1 , 600 円 メイン 、 前菜 3 種 盛り 、 スープ 、 ドリンク 、 ライス or パン の セット です 。 メイン は 、 本日 の 魚 、 お 肉 、 パスタ 、 リゾット の 中 から 1 品 選ぶ 事 が でき ま ます 。 ・ スープ ・ 前菜 3 種 ・ メイン 子羊 の ロース と 蛸 の パスタ を 注文 結構 ボリューム が あり まし た 。 ・ 食後 に は モンブラン を 注文 。 落ち着い た 雰囲気 な ので 、 休日 午後 に 本 を 片手 に ぶらりと 立ち寄り たい お 店 です 。 この タグ の 上 に 本文 を 記入 し て ください 。 ( この 文 は 削除 し て ください )  "
4, バレンタイン に 「 プチリシャール 」 を 購入 。 見た目 が 本当に かわいい 。 その 小さな チョコ の 中 に は 色々 な フレーバー が ！ 一 粒 ごと に 新鮮 な 感動 が 広がり ます ♪ 
4, 訪問 日 ： 2009 / 02 / 14 毎年 買っ て いる プチリシャールシリーズ 。 今回 は 16 個 入り を 購入 。 一 粒 一 粒 異なる フレーバー で 、 デザイン も 違い ます 。 個人 的 に は 柑橘 系 の フレーバー が オススメ 。 チョコ の 口溶け 感 も とても いい ので 、 味 も デザイン も オススメ です 。 自分 に 買う の も 、 人 に 送る の に も 最適 な チョコレート です 。 
4, 誕生 日 パーティー て 行っ て 来 まし た 。 なんと 、 主役 が 遅刻 。 。 。 が 、 お 店 の 人 が 開始 を 30 分 遅らせ て くれ まし た 。 主役 到着 後 、 ランチ コース （ エスペリアコース ） で それぞれ 注文 。 どれ も 美味しい けど 、 特に パスタ が いい ♪ ここ の パスタ は 本当に 美味しい です 。 コース と は 別 で ケーキ も 登場 ！ 紫 芋 の ケーキ を 作っ て いただき まし た ♪ ケーキ と 一緒 に ハッピー バースデー の オルゴール まで 用意 し て もらっ て サービス 満点 でし た 。 パスタ また 食べ た いっ ！ 
4, 何 度 か 通っ て ます が 、 移転 し て から 初めて 行っ て き まし た 。 相変わらず 、 安く て 美味しい です 。 今回 は 初めて 「 うに 大盛り 」 に 挑戦 ！ 本当に 大盛り で テンション あがり まし た －♪ 
3, 会社 の 飲み 会 で 行っ て 来 まし た 。 料理 は 普通 です が 、 焼き たて の パン が ものすごく 美味しい ！ あの パン を 食べる ため だけ に もう一度 行っ て も いい ！ と 言う くらい 美味しい ので 、 是非 一 度 食べ て み て 下さい 。 
4," 夜 の コース （ 3 , 000 円 ） に 行っ て 来 まし た 。 夜 は この 1 コース しか 無い みたい です 。 その コース + 追加 注文 も でき ます 。 追加 で 注文 し た 、 「 胡椒 の お茶漬け 」 が おいしかっ た ！ 胡椒 が お茶漬け に 合う なんて 意外 ♪ "
4, お 米 が おいしい お 店 と 聞い て 行っ て 来 まし た 。 御飯 に 合う おかず が 一 杯 で 、 お 米 も 上手 に 炊け て て 美味しい です 。 今回 は 「 な なつ ぼ し 」 を メイン に 食べ まし た 。 お 米 の 甘 さ に 違い が あっ たり 、 粘り気 が 強かっ たり さっぱり し て たり 。 お 米 で こんなに 違う なんて 楽しい ！ 
2, 御飯 食べ に 行っ て 来 まし た 。 ファミレス みたい な 感じ です 。 料理 が 出 て くる の は 早い です が 、 作り立て っ ！ と 言う 感じ で は あり ませ ん 。 さ さっと 食べ たい 時 に いい か な 。 
4, 訪問 日 ： 2009 / 05 / 28 誕生 会 で 行っ て き まし た 。 「 空 の 庭 」 恵比寿 店 は 大通り から ちょっと 奥まっ た 所 に あり ます が 、 落ち着い て い て 、 とても いい 雰囲気 です 。 今回 は コース で 注文 。 ・ 自家製 豆乳 胡麻 豆腐 ごま の 旨味 と 香り が ぎゅっと 詰まっ て ます 。 ・ 前菜 四 種 盛り アボガド 豆腐 が ねっとり と し た 舌触り が 最高 。 ・ 生麩 の 田楽 　 炭火 焼き ・ ジャガイモ の ニョッキ と 蛤 の 煮物 蛤 の 出汁 が ニョッキ に しみ て 美味しい 。 ・ 名物 　 手作り 空 野 豆腐 目 の 前 で 豆乳 から 豆腐 を 作っ て くれ ます 。 塩 、 薬味 、 醤油 など お 好み で 。 ・ エビ の かき揚げ ・ 押し 寿司 写真 とり 忘れ まし た 。 。 。 。 ・ デザート ・ 誕生 日 ケーキ こんなに いっぱい で 3200 円 （ 誕生 日 ケーキ 別 ） は 嬉しい 。 コストパフォーマンス の 良い 素敵 な お 店 です 。 
3, ランチ で 行っ て 来 まし た 。 お 肉 を 一切 使わ ない PITA 屋 さん 。 セット で 注文 し て み まし た が 、 ピタ だけ でも かなり の ボリューム で 、 お腹 いっぱい に なり ます 。 小食 な 人 は ピタ だけ で 十分 かも 。 
3, 友人 と ランチ で 行っ て き まし た 。 今回 は 「 バジル と パルミジャーノ の トマト サンド 」 850 円 を 注文 。 バジル の 爽やか さ と チーズ の 旨味 。 それ に トマト の 酸味 が 合わさっ て とても 美味しい です 。 窓際 で 陽 の 光 を 浴び ながら のんびり できる の も いい です 。 
4, 誕生 日 パーティー で 行っ て 来 まし た 。 ケーキ を かわいらしく デコレーション し て くれ て 、 店員 さん みんな で 、 お祝い の 歌 を 歌っ て くれ ます 。 料理 も 美味しい です 。 アクアパッツァ の 取り分け が もう ちょっと 上手 だ と いい なぁ 。 
5, ランチブッフェ に 行っ て 来 まし た 。 予約 制 な ので 、 安心 し て 食べ られ ます 。 オムレツ や 、 ステーキ を 目 の 前 で 作っ て くれ て 、 フォアグラ 入り オムレツ が とても 美味しかっ た です ♪ 
3, ランチ で 行っ て 来 た の です が 、 ちょっと 時間 が 遅かっ た らしく ランチ は 終了 し て まし た 。 代わり に 、 オムレツ ミックス （ パン 付き ） 800 円 を 注文 。 オムレツ は ふわふわ で 、 ハム と チーズ の 相性 が 良く とっても 美味しかっ た です 。 店員 さん が もう少し 気 を 使っ て くれる と いう 事 無し です 。 
4, 会社 の 飲み 会 で 行っ て 来 まし た 。 今回 は お 店 貸し切り な ので 、 ゆったり 。 ここ は 料理 が 美味しい です ♪ 「 炙り 鯖 」 は 目 の 前 で 炙っ て くれ て パフォーマンス も 楽しい です 。 
3, 訪問 日 ： 2009 / 07 / 07 仕事 帰り に 行っ て き まし た 。 ・ 自家製 鶏 湯葉 しゅう まい 湯葉 の 中 に は すり身 が いっぱい 。 プリプリ に 蒸し 上げ られ て い ます 。 ・ おまかせ 串 彩 盛り合わせ 焼き たて の 串 を お 任せ で 持っ て き て くれ ます 。 レーバー が ぷり トロ で 美味しかっ た ！ ・ コーチン おから コロッケ 味 の しみ た おから が たっぷり 入っ た ヘルシーコロッケ 。 揚げたて あつあつ な ので 、 やけど に 注意 ！ ・ 自家製 つくね 野菜 のに ゅうめん 鶏 や さん だけ あっ て 、 スープ が おいしい 。 お腹 いっぱい でも ツル っと 入り ます 。 ・ 自家製 和風 豆乳 プリン 豆乳 の 味 が しっかり し て いる ので 、 お 豆腐 が 苦手 な 人 は 気 を つけ て ください 。 黒 蜜 と きな粉 が たっぷり 入っ て 優しい 味 です 。 店内 も 明るく 、 料理 も ヘルシー な ので 。 仕事 帰り など 、 女性 同士 で 行く と 良い かも しれ ませ ん 。 
3, 訪問 日 ： 2007 / 07 / 13 表参道 に 素敵 な カフェ が ある という 事 で 行っ て き まし た 。 夜 は ほんのり 暗い 感じ に で 各 テーブル に ロウソク が 灯さ れ て 素敵 な 雰囲気 です 。 ・ 豚肉 の リエット ・ サラダ チーズ たっぷり で 美味しい です 。 ・ 渡り 蟹 の パスタ パスタ が モチ モチ で 、 トマトクリームソース が 良く 合い ます 。 ・ ガトーショコラ 濃厚 な チョコ の 風味 が バニラ アイス と 相性 抜群 です 。 ・ チーズ ケーキ しっとり し た ベイクドチーズケーキ です 。 落ち着い た 雰囲気 な ので 。 １ 人 でも くつろげ そう です 。 のんびり 過ごす の に オススメ の お 店 です 。 
4, 夕食 を 食べ に 行っ て 来 まし た 。 何となく 入っ た お 店 です が 、 店員 さん の 態度 も 料理 も とても 良かっ た です 。 写真 を 撮り 忘れ た の です が 、 料理 の 盛りつけ も 綺麗 で ソファ も ふかふか で 、 ゆっくり 食事 が 楽しめ ます 。 
4, 訪問 日 ： 2009 / 04 / 05 コース の 中 の 炊き込み ご飯 が とっても 美味し そう だっ た の です が 、 コース で のみ の 注文 しか 出来 ず 、 悩ん で い た 所 。 優しい スタッフ の 方 が 、 お客 さん が 少ない ので 今 なら 単品 で ご 注文 し て も 大丈夫 です よ と 。 単品 で オーダー を 通し て くれ まし た ♪ 注文 し た の は 「 桜えび の 炊き込み ごはん 」 釜 を あける と 鮮やか な ピンク色 が と 桜えび の いい 香り が 漂い ます 。 炊きたて の ご飯 は おいしい ♪ その他 に 、 サラダ 等 を 注文 。 どれ も とても 美味しかっ た です 。 駅 ビル な ので 、 終電 ギリギリ まで い られる の も 便利 ♪ 
4," 友人 と ご飯 を 食べ に 行っ て き まし た 。 季節 の ディナー コース で 3 , 200 円 予約 し て 行く と 、 テーブル に お 店 から の メッセージ が 。 ちょっとした 事 です が 嬉しい です ♪ 料理 も コース です が 、 前菜 、 メイン など 数種類 の 中 から 選べ て 楽しい です 。 今回 は 同 コース を ２ 人 分 で それぞれ 違う 前菜 、 メイン を 選び まし た 。 料理 の 出る タイミング も ちょうど 良く 、 味 も 、 盛りつけ も きれい で 。 ゆっくり と 食事 の 出来る ステキ な お 店 です 。  "
4, Tシャツ の イラスト も 好 感触 な ティーヌン 。 味 も なかなか いい 感じ です 。 今回 は ガッパオ 。 唐辛子 の 辛 さ と 、 卵 の マイルド さ 、 どんどん 御飯 が 進み ます ♪ 
4, ランチ で よく 利用 し ます 。 オススメハンバーグ らしい です が 、 今回 は 豚 の ミルフィーユ 。 豚肉 と ジャガイモ が 層 に なっ て い て 、 見た目 も 味 も 楽しい 1 品 。 
4, 今回 は 「 しん りん どり の ロースト 」 鶏 の 下 に は 、 雑穀 米 。 上 に トマト と トローリチーズ 。 いつ 来 て も 美味しい です 。 その 日 によって サービス の メニュー が 違う ので ちょっと 楽しみ 。 
4, ランチ で 行っ て 来 まし た 。 今回 は 「 ハンバーグ 」 ハンバーグ が お 店 一 押し らしく 。 オススメ ？ と 訪ねる と 「 ハンバーグ は 一度 食べ て み て 下さい 」 と 言わ れ ます 。 まんま る ハンバーグ は ジューシー で 美味しい です 。 
4, 友人 と 行っ て 来 まし た 。 店員 さん が とても 親切 で 、 チーズ の 盛り合わせ も ハム の 盛り合わせ も 食べ たい けど 、 両方 は 無 理っ ！ とか 相談 し たら 、 半分 半分 に 盛り つけ て 持っ て 来 て くれ まし た 。 食べる 人 の 事 を 考え て サービス し て くれる の は 嬉しい です ね 。 
3, 鯨 料理 専門 店 。 ここ の 鯨 は 鯨 類 捕獲 調査 で 捕獲 さ れ た もの を 有効 活用 さ れ た もの 。 くじら の もつ 鍋 は 色々 な 部位 が 食べ たれ て 楽しい 。 お 刺身 も オススメ ！ 
3, 訪問 日 ： 2009 / 02 / 26 伊勢 芋 料理 の 専門 店 「 やまと み 」 に 行っ て き まし た 。 店内 は 居酒屋 風 で 、 気軽 に 入れる 雰囲気 です 。 今回 は 「 とろろ 豆腐 鍋 」 の セット を 注文 。 ・ とろろ 豆腐 鍋 の セット こんなに 盛りだくさん ！ ご飯 は 黒米 、 健康 に も いい 伊勢 芋 100 ％ 。 粘り気 が 強く て 真っ白 ！ とろろ 汁 は 出汁 が きい て い て 、 ご飯 にかけて さらさら 食べ られ ます 。 とろろ 豆腐 は とろろ の 旨味 と 豆腐 が 良く あっ て 寒い 季節 に もってこい です 栄養 満点 な ので 、 季節 を 問わ ず 、 元気 に なり たい 時 に オススメ です 。 
3, 訪問 日 ： 2009 / 08 / 05 会社 帰り に ぶらりと 立ち寄っ て み まし た 。 １ 階 は カフェ 、 地下 は ヘアサロン に なっ て いる お 店 です 。 今回 は 、 「 ショウガ ほうじ茶 」 と 「 アボガド と トマト の サラダ 」 を 注文 。 ・ ショウガ ほうじ茶 ほんのり 香る ショウガ の 香り が ゆったり し た 気分 に さ せ て くれ ます 。 ・ アボガド と トマト の サラダ ここ の アボガド は とっても とろ ー り ねっとり 。 とっても 美味しい です 。 結構 ボリューム あり ます が ぺろり と イケ ちゃい ます 。 革 張り の ソファ で のんびり ゆっくり 出来る お 店 です 。 
4, 上野 探索 が てら 行っ て 来 まし た 。 天ぷら の 良い 香り が お 店 の 外 に も 漂っ て い て つい ふらふら と 。 店 の 雰囲気 も 良く 、 ゆったり し た 時間 の 中 で 頂く 、 揚げたて の 天丼 は さ くさく として とっても 美味しい です 。 その他 の 天ぷら も 美味し そう でし た 。 
4, 季節 の パフェ に 「 洋梨 」 が 登場 し た と 聞い て 行っ て き まし た 。 何 度 食べ て も 、 毎回 新鮮 な 気持ち で 「 美味しい ～ ♪」 と 言える パフェ 達 。 今回 は 洋梨 、 葡萄 、 チョコ バナナ 、 サービス セット （ チーズ 、 玉子 ） を 注文 。 洋梨 の 上 に は 、 真っ赤 な ザクロ の つぶつぶ が ！ 見た目 も かわいく 、 やわらか ジューシー な 洋梨 の 中 で プチプチ と いい 食 感 です 。 葡萄 は もう そろそろ 終わり らしい ので 、 まだ の 方 は 急い だ 方 が いい かも しれ ませ ん 。 チョコ バナナ は 、 チョコ アイス が とっても 濃厚 で あ と ひく 美味し さ です 。 サービス セット の サンドイッチ の チーズ に は 沢山 の 果物 が 入っ た ピザ ソース が 。 こちら も 、 ソース の 美味し さ が 後 を ひき ます 。 次 は 「 柿 」 を 目指し て 。 通い ます ♪ 
4, 訪問 日 ： 2009 / 02 / 25 イチゴ の 季節 に なっ て 来 た ので 、 行っ て き まし た 。 イチゴ は 、 ヘタ の 付い て いる の が 「 あま おう 」 その他 の イチゴ が 「 とち おとめ 」 でし た 。 イチゴ は どれ も 味 が 濃厚 で 食べ た 後 も ふ わぁ ～ っと イチゴ の 香り が 口 の 中 に 残り ます 。 シャーベット は その イチゴ の 味 を ギュッ と 濃縮 し た よう な 濃い 味 で 優しい 味 の アイスクリーム と 良く 合い ます 。 ビタミン たっぷり で 毎日 食べ て も 飽き ない パフェ です 。 今 シーズン 中 に また 行き たい ！ ！ ！ 
4, 訪問 日 ： 2009 / 05 / 11 今回 は 季節 の フルーツ パフェ で は なく 、 通常 の メニュー の 「 チョコバナナパフェ 」 を 注文 ・ チョコバナナパフェ チョコ と バナナ の 相性 は もちろん 抜群 な の です が 。 ここ は 本当に フルーツ が 美味しい です 。 バナナ も 甘く 。 チョコ アイス も 濃厚 で 。 一度 食べ 始める と 手 が 止まり ませ ん 。 ちょこっと 添え られ た アメリカン チェリー も 甘酸っぱく て 、 チョコレート アイス に 良く 合い ます 。 季節 の パフェ 以外 パフェ も 美味しい ので 、 オススメ です 。 
3," 美味しい お 寿司 や さん が ある と ランチ で 行っ て き まし た 。 今回 は オススメ の 「 づけ あな 丼 」 1 , 200 円 ボリューム 満点 で 美味しい です 。 うずら の 玉子 が のっ て いる の も 嬉しい ♪ がっ つり 食べ たい 人 に オススメ 。  "
4, 寒い 季節 に なっ て 来 た ので 、 友人 と 暖かい もの を 食べよ う と 行っ て き まし た 。 仕入れ の 都合 等 が ある らしい ので 、 予約 の 段階 で コース を 選択 し ます 。 今回 は 5000 円 の 石鍋 コース 。 場所 は ちょっと わかり づらい 所 に あり ます が 、 ごま油 の いい 香り で なんとなく たどり着け ます 。 マンション の 一室 に 靴 を 脱い で あがり 誰 か の 家 で ご飯 を 食べ てる 雰囲気 です 。 料理 は 既に 準備 さ れ て い て 、 前菜 を 食べ て いる と 、 目 の 前 で 鍋 を 作っ て くれ ます 。 ごま油 が たっぷり 入っ た 石鍋 に 、 豚肉 、 牛肉 を 投入 、 ほんのり 色 が 変わっ た 状態 で 、 お 肉 を 取り出し 、 野菜 を いれ ます 。 そして 気 が つく と 、 ごま油 だけ だっ た 鍋 の 中 に は タッブリ の 水分 が ！ そこ に 、 エビ 、 蟹 、 練り物 等 を 入れ 、 適度 に 火 が 通っ た 所 で 始め に 取り出し た 、 お 肉 を 再び 投入 。 ポン酢 だれ か 、 卵 だれ の どちら か で 頂き ます 。 味 は 、 ごま油 たっぷり な ので 、 ギトギト か と 思い き や 、 かなり さっぱり で いくら でも 食べ られ ます 。 頃合 い を 見計らっ て 、 お 店 の と が 野菜 や ワンタン 等 を 入れ て くれる の も 嬉しい 。 最後 は 、 雑炊 か ラーメン が 選べ ます が 、 今回 は お 店 の 人 オススメ の ラーメン に 。 鍋 の 出汁 が たっぷり 効い た ラーメン は 最後 の 〆 に もってこい です 。 デザート に 杏仁 豆腐 が 付い て 。 最後 まで ほっ こり 出来 ます 。 ごま油 の 香り を まとっ て 帰る 事 に なり ます が 、 それでも 大 満足 なお 店 です 。 
4, 訪問 日 ： 2010 / 1 劇団 四季 を 堪能 し た 後 、 ランチ で 行っ て き まし た 。 結構 遅い 時間 まで ランチ メニュー が 食べ られる の が 嬉しい 。 今回 は 「 冷しゃ ぶつけ 麺 セット 」 を 注文 。 あいにく 体調 が 悪かっ た の です が 、 さっぱり し た つけ ダレ の おかげ で スッキリ 食べ られ まし た 。 ボリューム 満点 で 、 豚肉 も タップリ です 。 脂身 も おいしく て 、 麺 だけ でも 女性 は お腹 いっぱい に なっ て しまう かも しれ ませ ん 。 
4, 焼き鳥 が 食べ たく なっ て 行っ て 来 まし た 。 焼き鳥 も 美味しい です が 、 「 アスパラ の サラダ 」 が とっても 美味しかっ た です ！ 根元 と 先端 で は 、 味 も 食 感 も 違う ！ ！ この サラダ もう一度 食べ た いっ ！ 
3, ランチ に 良く 利用 し ます 。 ルイボスティー 飲み 放題 。 パスタ 、 パン 、 サラダ で 1000 円 ちょっと 位 で ランチ が 食べ られ ます 。 ボリューム 満点 な ので 、 男性 に も 嬉しい お 店 。 
3, ランチ で 行っ て 来 まし た 。 今回 は 「 明太子 と 大葉 の クリーム ソース 」 。 ここ は コストパフォーマンス が ステキ 。 スイボスティー で ヘルシー に と 思い つつ も この ボリューム で ついつい 食べ 過ぎ て しまい ます 。 
4, 友人 たち ５ 、 ６ 人 で 行っ て き まし た 。 いつ 来 て も 混ん で ます ！ でも 、 今回 は あまり 待た ず に 入れ まし た 。 「 たこ の 踊り 食い 」 に 初 挑戦 ！ 口 の 中 で 本当に 踊り ます w 。 吸盤 が 吸い 付い て ちょっと 痛い けど 、 美味しい です 。 
4, ランチ で 行っ て き まし た 。 メニュー は ちらし 寿司 の セット しか ない の です が 、 これ が 美味しい ！ 白みそ と 赤 みそ の ２ 種類 の お 味噌汁 。 お 土産 の どら 焼き も 嬉しい 。 ちらし 寿司 も お かわり 自由 な ので 、 いくら でも 食べ られ ます 。 
4, ランチ で 行っ て 来 まし た 。 今回 は 「 南蛮 焼 」 濃いめ に 味付け さ れ た 鶏肉 は とっても ジューシー で タレ の 玉ねぎ の 甘み と 良く 合い ます 。 この 濃いめ の 味付け で ついつい 御飯 を 食べ 過ぎ ちゃ い ます 。 
4, どこ の 太 樹 苑 に 行っ て も 行列 が すごい ！ 早め の 時間 帯 に 行く と 並ば ず に 入れ ます 。 コストパフォーマンス が ステキ です 。 牛肉 の お 寿司 も おいしかっ た ！ 
4, 訪問 日 ： 2009 / 02 / 14 2009 年 バレンタイン シリーズ を 購入 。 昨年 と は がらり と パッケージ デザイン が 変わっ て 。 派手 な 感じ に なり まし た 。 でも 、 ショコラ の 方 は 変わら ず とっても 美味しい です 。 口 の 中 に 入れる と 周り を 包む ハード な チョコ が ふわっと とけ て 、 中 の ガナッシュ や プラリネ と いい 具合 に 合わさっ て 行き ます 。 この 口溶け 感 は 他 の ショコラ と 比べ て 断トツ すばらしい です 。 バレンタイン に 毎年 変わる パッケージ と 変わら ぬ 美味し さ が 嬉しい ショコラ です 。 
4, ちょっと 頑張っ て ランチ に 行っ て 来 まし た 。 目 の 前 で 焼い て くれる ステーキ は さ くさく ジューシー ♪ 香り だけ で 御飯 食べ られ ます w 。 
3, 休憩 し に 行っ て 来 まし た 。 ラテ に 絵 を 描い て くれる の が 嬉しい 。 ソファ で 絵 と コーヒー の 香り に 癒さ れ つつ のんびり し て いる と 落ち着き ます 。 
